Name,Position,Age,Nat,Height,Weight,Personality,Club,Transfer Value,Av Rat,Gls,Pens S,Pen/R,Shot/90,Shot %,ShT/90,xG,Asts/90,Ps C/90,Pas %,K Ps/90,CCC,Cr A,Cr C/A,Tck/90,Tck R,K Tck,Int/90,Clear,Fls,Aer A/90,Hdrs W/90,Hdr %,Gl Mst,Drb/90,FA,Dist/90,Yel,Red,Off,Apps,Mins,Shots,Ast,Pens,Mins/Gm,ShT,Hdrs A,Cr C,Distance,Drb,Hdrs,Itc,K Pas,Pas A,Ps C,Tck A,Tck C,Expires,Salary,Preferred Foot,Acc,Aer,Agg,Agi,Ant,Bal,Bra,Cmd,Com,Cmp,Cnt,Cor,Cro,Dec,Det,Dri,Ecc,Fin,Fir,Fla,Fre,Han,Hea,Jum,Kic,Ldr,Lon,L Th,Mar,Nat,OtB,1v1,Pac,Pas,Pen,Pos,Pun,Ref,TRO,Sta,Str,Tck,Tea,Tec,Thr,Vis,Wor,K Hdrs/90,Blk/90,xG/shot,Sprints/90,Poss Won/90,Poss Lost/90,Pres A/90,Pres C/90,Pr passes/90,xA/90,Blk,xGP,xSv %,Conv %,OP-KP/90,Svt,xGP/90,OP-KP,Sv %,Svh,Svp,All/90,Cln/90,NP-xG/90,Pens Saved Ratio,NP-xG,Division,Style,Media Description,Media Handling,FK Shots,Ch C/90,Clr/90,Crs A/90,Cr C/90,Goals Outside Box,Hdrs L/90,K Tck/90,OP-Cr %,OP-Crs A/90,OP-Crs C/90,Ps A/90,Shts Blckd/90,Shots Outside Box/90,xG/90,Saves/90,Inf,Rec
Julián Lucas,M/AM (R),20,MEX,"5'9""",149 lbs,,Toluca,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31/12/2042,"£3,000 p/w",Unknown,14-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3-10,-,8-15,12-18,-,-,-,6-14,2-11,-,-,4-10,-,-,-,4-11,-,11-19,6-15,-,-,-,-,-,-,5-11,-,-,7-13,-,5-13,5-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Physical,Winger,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Loa,- -  - 
Alan Rabadán,M (C),20,MEX,"6'0""",171 lbs,,Toluca,Unknown,-,0,0,-,-,-,-,0.00,-,-,75%,-,0,0,-,-,100%,0,-,0,0,-,-,-,0,-,0,-,0,0,0,0 (1),9,0,0,0,9.00,-,0,0,0.5mi,0,-,0,0,4,3,1,1,31/12/2042,"£3,400 p/w",Unknown,-,-,2-9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4-13,12-20,-,-,7-13,7-16,-,-,10-16,-,-,-,-,-,-,6-13,-,-,-,-,-,10-16,4-13,4-10,5-11,10-16,-,8-14,10-16,-,-,0.00,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0,-,-,-,-,-,-,-,0.00,Liga BBVA MX,Physical,Midfielder,Scouting Required,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,Loa,- -  - 
Javier Rangel,D/AM (L),20,MEX,"5'9""",152 lbs,,Juárez,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2043,"£3,900 p/w",Unknown,6-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10-17,-,1-9,4-13,-,-,-,1-6,1-10,-,-,4-10,-,-,-,10-17,-,9-15,1-7,-,-,-,-,-,-,1-10,-,-,10-16,-,6-12,6-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Physical,Fullback,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Loa,- -  - 
Pável Reynaga,M/AM (C),20,MEX,"5'6""",143 lbs,,Pachuca,Unknown,-,0,0,-,-,-,-,0.00,-,-,100%,-,0,0,-,-,-,0,-,0,0,-,-,-,0,-,0,-,0,0,0,0 (1),8,0,0,0,8.00,-,0,0,0.1mi,0,-,0,0,5,5,0,-,30/6/2045,"£7,500 p/w",Unknown,9-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6-14,-,9-15,10-19,-,-,-,3-9,1-8,-,-,1-9,-,-,-,8-16,-,11-17,11-18,-,-,-,-,-,-,8-17,-,-,9-18,-,13-19,4-13,-,-,0.00,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0,-,-,-,-,-,-,-,0.00,Liga BBVA MX,Leader,Midfielder,Scouting Required,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,Loa,- -  - 
Omar Ornelas,WB (L),21,MEX,"5'7""",141 lbs,,León,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31/12/2040,£475 p/w,Unknown,-,-,9-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5-11,12-18,-,-,1-7,4-10,-,-,1-8,-,-,-,-,-,-,7-13,-,-,-,-,-,12-20,2-8,1-5,4-12,9-17,-,1-8,11-19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Physical,Fullback,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Loa,- -  - 
Kevyn Castillejos,M (C),20,MEX,"5'6""",143 lbs,,León,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31/12/2040,£300 p/w,Unknown,-,-,5-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7-15,9-15,-,-,1-6,1-4,-,-,9-16,-,-,-,-,-,-,7-13,-,-,-,-,-,15-20,5-13,1-7,9-16,13-20,-,5-12,14-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Physical,Midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Loa,- -  - 
Miguel Turrubiates,D (L),19,MEX,"5'7""",145 lbs,,León,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2044,"£1,400 p/w",Unknown,6-13,-,-,-,9-16,-,-,-,-,-,-,-,-,8-14,8-17,-,-,-,4-13,-,-,-,4-10,4-13,-,-,-,-,9-18,-,-,-,11-17,4-11,-,7-15,-,-,-,-,5-14,9-15,-,-,-,-,10-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Physical,Fullback,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Michael Kühn,D (C),19,GER,"6'2""",182 lbs,,Darmstadt 98,£80K - £240K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,"£2,000 p/w",Right,10-14,1-3,7-11,9-14,6-11,10-15,17-20,3-7,1-5,3-9,10-14,1-3,3-7,11-15,12-18,3-8,1-3,1-6,7-13,6-10,1-5,1-5,5-9,10-14,1-2,12-16,2-6,1-4,9-13,13-17,1-4,1-4,7-11,6-10,1-2,9-14,2-6,1-5,1-2,13-17,9-15,12,6-10,6-10,1-4,3-7,10-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2. Bundesliga,Physical,Young center back,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Loa,- -  - 
Aldair Torres,M (C),20,MEX,"5'5""",147 lbs,,Cruz Azul,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31/12/2043,"£1,600 p/w",Unknown,-,-,9-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9-16,11-19,-,-,3-12,1-7,-,-,3-10,-,-,-,-,-,-,8-14,-,-,-,-,-,8-15,11-18,3-12,13-20,6-13,-,9-18,10-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Leader,Midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Loa,- -  - 
Rafael Barajas,M (C),20,MEX,"6'0""",171 lbs,,Cruz Azul,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31/12/2043,"£2,900 p/w",Unknown,-,-,5-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7-15,4-10,-,-,1-8,8-14,-,-,8-15,-,-,-,-,-,-,9-15,-,-,-,-,-,14-20,6-14,4-11,3-10,12-19,-,3-10,13-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Physical,Midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Loa,- -  - 
Aldo Ramos,WB/M/AM (R),19,MEX,"5'7""",145 lbs,,Cruz Azul,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,"£1,100 p/w",Unknown,11-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2-9,-,5-12,6-12,-,-,-,1-9,1-8,-,-,1-6,-,-,-,1-7,-,12-20,8-17,-,-,-,-,-,-,5-11,-,-,6-12,-,2-10,7-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Physical,Fullback,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Kevin Gallegos,DM,20,MEX,"6'2""",176 lbs,,Cruz Azul,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31/12/2040,"£2,500 p/w",Unknown,-,-,9-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9-18,1-5,-,-,9-15,5-12,-,-,1-10,-,-,-,-,-,-,11-18,-,-,-,-,-,3-12,7-16,11-17,13-19,8-17,-,4-10,4-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Physical,Midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Loa,- -  - 
Ilan Kauzlarić,D (C),20,CRO,"6'1""",174 lbs,,NK Lokomotiva,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,£300 p/w,Unknown,8-14,-,-,-,4-13,-,-,-,-,-,-,-,-,12-19,6-14,-,-,-,2-10,-,-,-,4-11,8-14,-,-,-,-,8-14,-,-,-,5-12,6-12,-,8-17,-,-,-,-,7-15,8-15,-,-,-,-,5-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SuperSport HNL,Physical,Center back,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Wnt,- -  - 
Matej Pavić,ST (C),20,CRO,"6'2""",169 lbs,,NK Lokomotiva,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,£350 p/w,Unknown,10-19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8-15,-,13-20,10-16,-,-,-,2-10,4-13,-,-,1-7,-,-,-,5-12,-,10-18,5-14,-,-,-,-,-,-,5-11,-,-,10-16,-,5-13,5-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SuperSport HNL,Technical,Forward,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Loa,- -  - 
Matija Mamić,D/WB/M (R),19,CRO,"5'6""",138 lbs,,NK Lokomotiva,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,£5 p/w,Unknown,6-12,-,-,-,10-16,-,-,-,-,-,-,-,-,6-13,13-20,-,-,-,9-16,-,-,-,5-14,1-9,-,-,-,-,3-11,-,-,-,11-20,1-7,-,4-13,-,-,-,-,9-16,5-14,-,-,-,-,6-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SuperSport HNL,Physical,Fullback,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Loa,- -  - 
Martín Ángel Mortera,D (C),21,MEX,"6'0""",169 lbs,,San Luis,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31/12/2040,£130 p/w,Unknown,9-15,-,-,-,6-11,-,-,-,-,-,-,-,-,8-16,5-11,-,-,-,1-4,-,-,-,5-13,11-17,-,-,-,-,10-16,-,-,-,6-14,2-8,-,10-15,-,-,-,-,7-13,6-14,-,-,-,-,10-18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Physical,Center back,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Loa,- -  - 
Erwin Ardón,ST (C),19,MEX,"5'11""",160 lbs,,América,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2044,"£2,400 p/w",Unknown,10-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7-13,-,7-16,12-19,-,-,-,12-20,5-13,-,-,1-5,-,-,-,11-17,-,10-19,1-7,-,-,-,-,-,-,8-15,-,-,5-12,-,2-11,1-6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Intelligent,Forward,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Wnt,- -  - 
Nikola Soldo,D (R),20,CRO,"5'10""",156 lbs,,HNK Rijeka,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,£230 p/w,Unknown,12-19,-,-,-,8-16,-,-,-,-,-,-,-,-,5-14,11-20,-,-,-,2-11,-,-,-,3-9,1-4,-,-,-,-,4-11,-,-,-,13-19,7-14,-,3-9,-,-,-,-,8-17,10-16,-,-,-,-,5-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SuperSport HNL,Leader,Fullback,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Wnt,- -  - 
Vjeran Matković,"M (C), AM (LC)",20,CRO,"5'9""",156 lbs,Fairly Professional,HNK Gorica,£160K - £1.6M,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,£500 p/w,Right,14,4,7,14,11,16,10,2,2,11,4,8,9,12,12,11,2,8,12,14,5,2,6,10,4,7,8,5,4,13,13,1,12,12,5,4,2,1,2,12,11,6,11,12,3,15,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SuperSport HNL,Physical,Attacking midfielder,Reserved,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Benjamin Pfister,D/M/AM (R),20,FRA,"6'1""",169 lbs,Fairly Ambitious,EFC Fréjus Saint-Raphaël,£55K - £550K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,£525 p/w,Right,11,1,9,12,8,14,7,2,2,8,9,4,9,12,14,8,3,2,8,5,4,2,10,15,3,5,6,5,7,12,7,3,11,8,2,6,2,2,3,15,9,5,12,11,2,7,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ligue 2 BKT,Physical,Young winger,"Volatile, Media-friendly, Confrontational",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Loa,- -  - 
Gabriel Martínez,ST (C),20,MEX,"6'1""",171 lbs,,Toluca,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2043,"£3,100 p/w",Unknown,5-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8-15,-,10-18,8-17,-,-,-,8-14,9-18,-,-,1-7,-,-,-,12-19,-,6-12,1-5,-,-,-,-,-,-,2-11,-,-,10-16,-,1-6,9-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Intelligent,Forward,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Wnt,- -  - 
Jesús Pineda,"D (C), DM",20,MEX,"6'1""",174 lbs,,Juárez,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2043,"£1,300 p/w",Unknown,6-12,-,-,-,11-17,-,-,-,-,-,-,-,-,4-11,14-20,-,-,-,7-14,-,-,-,10-19,9-17,-,-,-,-,8-16,-,-,-,10-19,2-8,-,5-14,-,-,-,-,12-19,10-19,-,-,-,-,5-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Physical,Center back,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Wnt,- -  - 
Patrick Leist,D (RC),20,GER,"6'2""",180 lbs,,SC Paderborn,£325K - £3.3M,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,"£4,100 p/w",Right,10-14,1-2,5-9,12-16,12-16,13-19,9-15,1-5,1-4,6-11,12-17,4-9,1-4,11-15,17,4-8,1-6,1-6,8,2-7,1-5,1-3,16,12,2-6,8-12,4-8,1-4,13,9-13,7-11,1-6,8-12,12,5-9,13,2-6,1-5,1-2,11-15,12,12,6-10,11-15,1-4,8-12,8-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2. Bundesliga,Physical,Center back,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Wnt,- -  - 
Brian Prpa,"M (L), AM (LC), ST (C)",20,USA,"6'1""",163 lbs,,TSG Hoffenheim,£230K - £2.3M,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2044,"£4,100 p/w",Left,10,1-2,10-14,10-15,8-13,13-18,8-13,1-5,1-5,11-17,3-7,3-7,7-11,12-16,12-18,7-12,1-3,6-11,10,13-17,11-16,2-6,7,12,1-2,10-14,7-11,1-4,2-6,18-20,8-13,1-2,13,13-17,3-8,6-11,3-7,1-6,1-4,9-13,8,1-4,7-11,13-17,1-6,9-13,9-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2. Bundesliga,Intelligent,Striker,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Burim Gashi,"D (RLC), WB (L)",20,KOS,"6'2""",176 lbs,,1860 München,£75K - £750K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,"£3,500 p/w",Either,9-14,1-6,7-12,7-11,4-8,14-18,14-18,1-3,1-5,7-11,11-16,1-5,6-11,9-13,12,3-7,1-2,1-5,10,6-11,2-6,1-5,10,13,1-2,10-15,1-2,2-6,13,13-18,2-6,1-2,8-14,7,1-2,13,1-2,1-5,1-6,11-15,10,11,5-11,12-16,1-4,6-12,6-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2. Bundesliga,Physical,Fullback,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Loa,- -  - 
Thomas Ogrinc,D/WB/AM (L),20,GER,"5'7""",138 lbs,,TSG Hoffenheim,£100K - £1M,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2044,"£4,000 p/w",Left,13-19,1-4,5-11,12-16,6-10,10-14,8-12,1-6,1,3-7,10-14,4-8,5-11,12-17,2-6,3-7,2-6,1-4,9,7,2-6,1-5,4-9,6-10,1-2,10-16,4-9,1-4,9-13,10-16,6-10,3-7,10-15,9,1-4,8-12,2-7,3-7,1-3,14-19,5,11,7-12,12-17,1,7,12-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2. Bundesliga,Physical,Attacking full back,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Loa,- -  - 
Toufik Diakité,WB (L),19,MEX,"6'0""",174 lbs,,Querétaro,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31/12/2041,£190 p/w,Unknown,-,-,9-18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5-11,2-11,-,-,1-9,8-17,-,-,1-3,-,-,-,-,-,-,1-10,-,-,-,-,-,12-18,11-17,6-14,8-16,6-12,-,2-10,5-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Physical,Fullback,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Inj,- -  - 
José Rojas,D (C),19,MEX,"6'4""",189 lbs,,Querétaro,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31/12/2041,£150 p/w,Unknown,4-11,-,-,-,11-18,-,-,-,-,-,-,-,-,9-15,4-13,-,-,-,1-4,-,-,-,6-12,11-20,-,-,-,-,7-16,-,-,-,8-14,1-5,-,8-16,-,-,-,-,6-15,8-14,-,-,-,-,10-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Physical,Center back,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Omar Pérez,M/AM (C),19,MEX,"5'8""",145 lbs,,Querétaro,£4K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31/12/2040,"£1,300 p/w",Unknown,3-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6-12,-,2-8,5-12,-,-,-,1-5,7-14,-,-,6-15,-,-,-,4-10,-,1-10,11-19,-,-,-,-,-,-,1-5,-,-,12-20,-,7-16,12-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Technical,Midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Wnt,- -  - 
Tomislav Đukanović,GK,19,CRO,"6'3""",187 lbs,,Slaven Belupo,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,£5 p/w,Unknown,-,13-20,-,6-15,-,-,1-7,6-14,-,-,9-15,-,-,-,-,-,2-8,-,-,-,-,4-13,-,-,6-15,-,-,-,-,-,-,11-17,-,-,-,5-12,8-16,7-14,11-18,-,-,-,-,-,9-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SuperSport HNL,Assertive,Goalkeeper,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Loa,- -  - 
Sreten Mohač,D (R),19,CRO,"6'2""",171 lbs,,Slaven Belupo,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,£5 p/w,Unknown,10-19,-,-,-,1-5,-,-,-,-,-,-,-,-,1-7,6-12,-,-,-,1-5,-,-,-,1-5,5-14,-,-,-,-,2-11,-,-,-,5-13,2-11,-,9-16,-,-,-,-,4-10,2-10,-,-,-,-,7-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SuperSport HNL,Physical,Fullback,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Loa,- -  - 
