Name,Position,Age,Nat,Height,Weight,Personality,Club,Transfer Value,Av Rat,Gls,xG,Pens S,Pen/R,Shot/90,Shot %,ShT/90,Asts/90,Ps C/90,Pas %,K Ps/90,CCC,Cr A,Cr C/A,Tck/90,Tck R,K Tck,Int/90,Clear,Fls,Aer A/90,Hdrs W/90,Hdr %,Gl Mst,Drb/90,FA,Dist/90,Yel,Red,Off,Apps,Mins,Shots,Ast,Pens,Mins/Gm,ShT,Hdrs A,Cr C,Distance,Drb,Hdrs,Itc,K Pas,Pas A,Ps C,Tck A,Tck C,Expires,Salary,Preferred Foot,Acc,Aer,Agg,Agi,Ant,Bal,Bra,Cmd,Com,Cmp,Cnt,Cor,Cro,Dec,Det,Dri,Ecc,Fin,Fir,Fla,Fre,Han,Hea,Jum,Kic,Ldr,Lon,L Th,Mar,Nat,OtB,1v1,Pac,Pas,Pen,Pos,Pun,Ref,TRO,Sta,Str,Tck,Tea,Tec,Thr,Vis,Wor,K Hdrs/90,Blk/90,xG/shot,Sprints/90,Poss Won/90,Poss Lost/90,Pres A/90,Pres C/90,Pr passes/90,xA/90,Blk,xGP,xSv %,Conv %,OP-KP/90,Svt,xGP/90,OP-KP,Sv %,Svh,Svp,All/90,Cln/90,NP-xG/90,Pens Saved Ratio,NP-xG,Division,Style,Media Description,Media Handling,FK Shots,Ch C/90,Clr/90,Crs A/90,Cr C/90,Goals Outside Box,Hdrs L/90,K Tck/90,OP-Cr %,OP-Crs A/90,OP-Crs C/90,Ps A/90,Shts Blckd/90,Shots Outside Box/90,xG/90,Saves/90,Inf,Rec
Viljar Myhra,GK,35,NOR,"6'4""",200 lbs,,KRC Genk,£0 - £80K,6.55,0,0.08,0,-,0.03,0%,0.00,-,10.87,56%,-,0,-,-,0.00,0%,0,0.30,-,1,-,-,-,0,-,0,3.9mi,0,0,1,30,"2,700",1,0,0,90.00,0,-,-,116.4mi,0,-,9,0,581,326,4,0,30/6/2032,"£21,000 p/w",Right,4-8,11-15,6-10,6-9,11-14,10-13,11-14,12,9-12,9-12,10-13,4-7,1-4,11-15,10-13,1-4,14-17,1-4,7-10,12-15,2-5,12,6-10,16-19,13,11-15,1-5,1-2,1-4,10-14,1-4,12-15,1-5,11-15,1-4,13-16,9-13,13-16,8-12,6-10,7-10,1-3,9-13,8-12,11,9-13,12-16,0.00,-,0.08,0.13,4.60,11.70,0.00,0.00,0.73,0.00,-,-15.04,83%,-,0.00,20,-0.50,0,66%,49,38,2.10,0.10,0.00,0%,0.08,Jupiler Pro League,Distributor,Veteran goalkeeper,Scouting Required,-,-,7.47,-,-,-,-,0.00,-,-,-,19.37,-,-,0.00,3,,- -  - 
Akram Afif,"M/AM (L), ST (C)",35,QAT,"5'9""",147 lbs,,Zenit,£500 - £5K,6.65,6,9.30,1,100%,2.42,46%,1.11,0.17,13.70,63%,0.31,3,24,36%,1.18,74%,0,0.48,2,21,1.00,0.10,10%,0,0.62,34,1.5mi,0,0,0,30,"2,601",70,5,1,86.70,32,29,8,42.1mi,18,3,14,9,625,396,46,34,30/6/2031,"£50,000 p/w",Right,8-13,-,5-10,-,-,7-14,-,-,-,12-17,-,-,11-16,6-11,16-20,9-14,-,8-15,15-20,13-19,-,-,1-8,4-10,-,-,6-11,-,-,12-17,12-17,-,8-15,10-15,13-18,-,-,-,-,4-9,5-10,-,8-15,10-15,-,12-19,7-12,0.00,0.07,0.13,2.49,0.76,2.15,1.80,0.59,0.48,0.10,2,-,-,9%,0.14,-,-,4,-,-,-,-,-,0.29,-,8.50,Tinkoff Russian Premier Liga,Creative,Veteran winger,Scouting Required,2,0.10,0.07,0.83,0.28,0,0.90,0.00,33%,0.66,0.24,21.63,0.00,0.10,0.32,-,Ret,- -  - 
Kristoffer Ajer,"D (RC), DM, M (C)",34,NOR,"6'5""",189 lbs,Driven,Real Sociedad,£0,6.80,0,0.57,0,-,0.83,22%,0.18,-,70.45,93%,0.74,6,8,25%,2.58,78%,5,1.84,7,15,6.92,4.89,71%,0,0.28,0,8.2mi,5,0,0,7 (23),976,9,0,0,32.53,2,75,2,89.2mi,3,53,20,8,823,764,36,28,30/6/2031,"£34,500 p/w",Right,9,1-2,16,7-9,14,11-13,16,1-2,1-2,14,13,5-8,5-7,12,18,10,1-3,9-11,12,6-9,5-7,1-3,14,16,1-3,15,7-9,7-10,13,16,10-12,1-3,12,13,11-13,12,1-3,2-4,1-3,10,9,13,13,13,1-3,11-13,14,0.74,0.18,0.06,10.42,12.54,6.64,6.45,2.31,4.98,0.08,2,-,-,-,0.74,-,-,8,-,-,-,-,-,0.05,-,0.57,LaLiga EA Sports,Leader,Veteran center back,Evasive,0,0.55,0.65,0.74,0.18,0,2.03,0.46,25%,0.74,0.18,75.89,0.09,0.37,0.05,-,,- -  - 
Da Silva,"D (R), DM, M (RC)",22,BRA,"5'10""",160 lbs,,Santos,£300K - £3.1M,6.86,0,0.82,0,-,0.30,14%,0.04,0.30,44.16,89%,1.03,7,9,11%,1.55,77%,2,1.76,26,16,2.75,0.77,28%,0,0.52,9,7.8mi,1,0,0,29 (1),"2,095",7,7,0,69.83,1,64,1,181.2mi,12,18,41,24,"1,149","1,028",47,36,31/12/2033,"£24,000 p/w",Right,13-16,1-5,6-9,11-14,13-16,11-15,14-18,1-3,1-4,10-13,11-15,3-7,6-9,9-12,15-18,4-7,1-5,1-2,7,5-9,2-6,1-2,4-8,3-7,1-4,14-17,3-6,6-9,7-11,11-14,6-9,1-3,12-16,9,1-3,8-12,1,1-3,1-5,10-13,12,10,12-16,9-12,1-4,13-17,11-14,0.09,0.69,0.12,11.38,14.35,7.05,10.78,2.41,4.38,0.27,16,-,-,-,1.03,-,-,24,-,-,-,-,-,0.04,-,0.82,Campeonato Brasileiro Assaí Série A,Leader,Defensive midfielder,Scouting Required,0,0.30,1.12,0.39,0.04,0,1.98,0.09,11%,0.39,0.04,49.36,0.30,0.09,0.04,-,,- -  - 
Piotr Starzyński,"M (RC), AM (RLC), ST (C)",28,POL,"5'8""",145 lbs,,Widzew,£120K - £1.2M,6.97,4,2.35,0,-,0.73,33%,0.24,0.31,39.73,86%,1.42,18,169,12%,1.91,76%,1,1.73,14,22,3.71,0.94,25%,1,3.92,48,8.4mi,2,0,7,30,"2,594",21,9,0,86.47,7,107,21,242.9mi,113,27,50,41,"1,334","1,145",72,55,30/6/2033,"£2,400 p/w",Right Only,12-19,-,4-11,9-14,-,11-16,12-17,-,-,11-16,-,-,9-16,8-13,14-19,7-12,-,9-14,10-15,9-16,-,-,5-11,1-7,-,4-11,7-12,-,-,10-17,8-13,-,9-15,11-18,2-7,-,-,-,-,8-13,5-10,-,6-12,10-15,-,10-16,9-14,0.00,0.45,0.11,15.86,7.56,15.65,13.29,3.89,5.17,0.23,13,-,-,19%,1.25,-,-,36,-,-,-,-,-,0.08,-,2.35,PKO Bank Polski Ekstraklasa,Intelligent,Winger,Scouting Required,1,0.62,0.49,5.86,0.73,0,2.78,0.03,12%,5.34,0.66,46.28,0.03,0.38,0.08,-,,- -  - 
Christian Mutilva,"D (C), DM, M (C)",28,ESP,"6'3""",189 lbs,,Pogoń,£230K - £2.3M,6.92,2,1.51,0,-,0.76,45%,0.34,0.11,44.32,87%,1.02,8,13,15%,1.56,64%,3,2.50,31,12,6.64,3.91,59%,1,0.76,8,8.2mi,2,0,1,28 (2),"2,372",20,3,0,79.07,9,175,2,215.1mi,20,103,66,27,"1,344","1,168",64,41,30/6/2033,"£7,250 p/w",Left,8-14,-,2-8,7-12,8-13,11-16,8-13,-,-,6-11,14-19,-,-,11-18,10-15,3-8,-,-,8-13,-,-,-,7-14,14-19,-,6-12,9-16,-,13-18,10-16,6-11,-,7-14,11-17,-,12-17,-,-,-,11-18,9-14,8-15,6-13,9-16,-,-,10-17,0.42,0.27,0.08,11.72,11.88,7.74,8.16,2.47,4.89,0.15,7,-,-,10%,1.02,-,-,27,-,-,-,-,-,0.06,-,1.51,PKO Bank Polski Ekstraklasa,Physical,Center back,Scouting Required,0,0.30,1.18,0.49,0.08,0,2.73,0.11,15%,0.49,0.08,50.99,0.19,0.42,0.06,-,Wnt,- -  - 
Luis Felipe,"AM (R), ST (C)",20,BRA,"5'9""",149 lbs,,Santos,£10.5M - £13.5M,7.03,17,13.60,3,100%,4.24,48%,2.03,0.04,17.79,85%,0.68,4,59,16%,1.43,75%,0,0.86,6,32,6.13,1.50,24%,0,1.43,84,7.4mi,6,0,15,30,"2,525",119,1,3,84.17,57,172,11,207.7mi,40,42,24,19,585,499,53,40,31/12/2035,"£6,750 p/w",Right,15,4-8,7-12,16-20,11-16,13-17,13-17,1-6,1-4,10-14,6-10,7-11,7-12,9-15,12-16,15-20,1-5,12-16,10-14,13-17,5-9,1-3,9,8,2-7,9-14,3-9,1-5,8-12,8-13,13-18,1-5,16,10-15,9-14,2-6,1-5,1-4,1-5,12-18,6-10,6-10,6-10,12-18,1-2,11-15,7-13,0.00,0.04,0.11,6.27,2.74,9.98,7.31,1.89,0.82,0.10,1,-,-,14%,0.64,-,-,18,-,-,-,-,-,0.48,-,13.60,Campeonato Brasileiro Assaí Série A,Technical,Wonderkid,Scouting Required,5,0.14,0.21,2.10,0.39,0,4.63,0.00,19%,0.43,0.07,20.85,0.00,1.46,0.48,-,Wnt,- -  - 
Álex,"M (L), AM (RL)",26,DOM,"5'10""",163 lbs,,Lechia,£120K - £1.2M,6.85,4,4.79,0,-,1.84,33%,0.61,0.15,27.14,79%,2.91,16,243,12%,2.91,80%,0,1.88,20,28,4.60,0.65,14%,0,4.18,49,8.5mi,1,0,13,30,"2,348",48,4,0,78.27,16,120,36,223.0mi,109,17,49,76,895,708,95,76,30/6/2034,"£17,500 p/w",Right,13-18,-,6-11,13-18,-,8-15,3-10,-,-,13-18,-,-,9-14,8-13,8-13,14-19,-,5-12,8-13,10-16,-,-,5-12,2-8,-,11-16,1-6,-,-,6-11,14-19,-,12-19,10-15,1-4,-,-,-,-,10-15,11-16,-,6-13,9-14,-,11-18,7-12,0.00,0.34,0.10,18.51,7.44,16.75,13.38,3.83,3.10,0.21,9,-,-,8%,1.69,-,-,44,-,-,-,-,-,0.18,-,4.79,PKO Bank Polski Ekstraklasa,Physical,Winger,Scouting Required,9,0.61,0.77,9.31,1.38,1,3.95,0.00,15%,5.02,0.65,34.31,0.04,1.07,0.18,-,,- -  - 
Davyd Tkachenko,M/AM (C),22,UKR,"5'10""",163 lbs,,Stal Mielec,Unknown,6.67,2,2.38,0,-,1.17,42%,0.49,0.12,34.73,83%,1.66,4,44,-,2.21,78%,0,2.27,16,15,5.96,0.98,16%,0,0.92,16,8.8mi,0,0,6,13 (17),"1,464",19,2,0,48.80,8,97,6,142.6mi,15,16,37,27,683,565,46,36,30/6/2035,£975 p/w,Unknown,8-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6-11,8-14,-,-,-,1-8,8-14,-,-,8-16,-,-,-,11-16,-,6-14,9-15,-,-,-,-,-,-,5-11,-,-,9-17,-,-,9-17,0.00,0.25,0.13,10.20,6.45,12.05,11.99,3.50,2.27,0.09,4,-,-,11%,1.05,-,-,17,-,-,-,-,-,0.15,-,2.38,PKO Bank Polski Ekstraklasa,Physical,Midfielder,Scouting Required,5,0.25,0.98,2.70,0.37,1,4.98,0.00,14%,0.80,0.00,41.99,0.06,0.74,0.15,-,,- -  - 
Dominik Oroz,D (C),31,AUT,"6'4""",165 lbs,,Krylja Sovetov,£2.1M - £4.5M,6.96,1,1.23,0,-,0.57,24%,0.13,0.10,13.23,66%,-,0,0,-,1.83,95%,0,-,0,34,-,-,-,0,-,21,0.0mi,0,0,0,30,"2,700",17,3,0,90.00,4,0,0,0.0mi,0,-,0,0,600,397,58,55,30/6/2032,"£23,000 p/w",Right,13-18,-,5-10,-,9-14,8-15,5-12,-,-,12-17,9-15,-,-,8-13,15-20,3-8,-,-,8-13,-,-,-,10-17,13-19,-,6-11,-,-,9-15,10-15,-,-,13-20,6-11,-,8-15,-,-,-,9-14,15-20,10-17,11-18,3-8,-,-,7-12,0.00,-,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,-,-,6%,0.00,-,-,0,-,-,-,-,-,0.04,-,1.23,Tinkoff Russian Premier Liga,Physical,Center back,Scouting Required,0,-,0.00,0.00,0.00,0,-,0.00,-,0.00,0.00,20.00,0.00,0.00,0.04,-,,- -  - 
Rodrigo Palma,"DM, M/AM (C)",22,POR,"5'10""",163 lbs,,Leiria,£600K - £1.3M,7.04,4,2.59,0,-,1.18,45%,0.54,0.18,40.27,90%,1.43,12,46,20%,2.39,79%,3,1.86,25,31,2.22,0.75,34%,1,1.57,9,8.4mi,2,1,0,30,"2,519",33,5,0,83.97,15,62,11,236.5mi,44,21,52,40,"1,256","1,127",85,67,30/6/2035,"£7,000 p/w",Right,11-17,-,10-16,12-16,10-14,15-19,12-16,-,-,9-13,7-13,3-9,6-12,10-14,13-17,8-12,-,12-16,9-13,8-14,5-9,-,9-13,1-7,-,5-11,8-12,-,8-14,12-18,8-12,-,13-17,12-18,-,12-16,-,-,-,12-16,12-16,10-14,11-15,10-14,-,11-15,10-14,0.00,0.46,0.08,12.15,8.61,6.29,10.79,2.25,4.36,0.16,13,-,-,12%,1.25,-,-,35,-,-,-,-,-,0.09,-,2.59,Liga Portugal Betclic,Physical,Midfielder,Scouting Required,0,0.43,0.89,1.64,0.39,3,1.46,0.11,24%,1.21,0.25,44.87,0.25,0.96,0.09,-,,- -  - 
Youssif Dikeni,"D (RC), DM",25,NED,"6'2""",178 lbs,,FC Utrecht,£16M - £19.5M,6.97,1,0.81,0,-,0.45,31%,0.14,-,61.95,93%,0.24,1,1,-,1.20,63%,12,2.92,22,15,7.22,5.36,74%,0,0.14,4,7.1mi,2,0,1,30,"2,618",13,0,0,87.27,4,210,0,206.3mi,4,156,85,7,"1,936","1,802",56,35,30/6/2035,"£61,000 p/w",Right,15-19,1-5,14-18,12-15,10-13,13-16,10-13,2-5,2-5,12-15,11-15,1-4,8-12,11-14,10-13,5-8,1-4,7-10,15-18,4-8,8-11,1-4,12,15,1-3,13-17,5-8,2-5,10-14,12-16,8-11,1-2,13-17,14-18,1-3,13-16,1-3,1-4,1-5,10-13,11-14,13,9-13,12-15,1-4,13-17,6-9,0.79,0.58,0.06,4.43,13.10,5.19,3.06,1.20,5.71,0.01,17,-,-,8%,0.24,-,-,7,-,-,-,-,-,0.03,-,0.81,Eredivisie,Technical,Center back,Scouting Required,0,0.03,0.76,0.03,0.00,0,1.86,0.41,0%,0.03,0.00,66.55,0.41,0.00,0.03,-,,- -  - 
Quim Junyent,"M (C), AM (LC), ST (C)",25,ESP,"5'8""",145 lbs,,Boavista,£11M - £17.5M,7.03,9,5.14,4,100%,0.94,42%,0.40,0.25,59.01,85%,1.77,14,97,26%,1.30,71%,0,1.73,15,20,2.67,0.58,22%,0,1.41,26,8.1mi,2,0,3,30,"2,495",26,7,4,83.17,11,74,23,225.1mi,39,16,48,49,"1,914","1,636",51,36,30/6/2034,"£32,500 p/w",Right,13-17,-,8-12,13-17,12-16,13-17,7-11,-,-,13-19,6-10,7-11,10-14,9-15,12-18,12-16,-,8-12,13-19,12-16,10-14,-,6-10,1-3,-,12-16,8-14,4-10,-,15-19,13-17,-,10-14,14-18,7-11,-,-,-,-,8-14,10-16,4-8,9-13,11-17,-,14-18,6-12,0.00,0.32,0.20,9.02,6.53,14.43,13.38,3.64,5.41,0.19,9,-,-,35%,1.15,-,-,32,-,-,-,-,-,0.07,-,1.98,Liga Portugal Betclic,Physical,Midfielder,Scouting Required,6,0.51,0.54,3.50,0.83,4,2.09,0.00,24%,0.83,0.22,69.04,0.14,0.61,0.19,-,,- -  - 
Rafael Bandeira,D/WB (R),31,UKR,"6'0""",171 lbs,,Kryvbas,Not for Sale,6.72,3,1.30,0,-,0.37,27%,0.10,0.03,13.77,69%,-,0,0,-,1.70,98%,0,-,0,7,-,-,-,0,-,36,0.0mi,0,0,0,30,"2,700",11,1,0,90.00,3,0,0,0.0mi,0,-,0,0,600,413,52,51,30/6/2033,"£4,100 p/w",Right Only,14-19,-,4-9,12-18,7-13,8-13,7-12,-,-,5-12,7-12,-,-,7-14,1-6,6-12,-,-,9-16,-,-,-,3-8,3-8,-,7-12,4-11,-,5-10,12-17,7-13,-,12-17,10-15,-,9-14,-,-,-,6-13,7-14,8-13,8-13,6-13,-,-,5-12,0.00,-,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0,-,-,27%,0.00,-,-,0,-,-,-,-,-,0.04,-,1.30,Favbet Liha,Physical,Fullback,Scouting Required,0,-,0.00,0.00,0.00,0,-,0.00,-,0.00,0.00,20.00,0.00,0.00,0.04,-,,- -  - 
Ignacio Miramón,"DM, M (C)",29,ARG,"5'8""",158 lbs,,Almería,£400K - £3.9M,6.87,2,2.43,0,-,1.08,37%,0.40,0.04,67.21,91%,0.69,7,8,12%,1.84,65%,3,1.77,29,64,2.06,1.01,49%,1,1.16,18,8.3mi,10,0,0,30,"2,492",30,1,0,83.07,11,57,1,230.5mi,32,28,49,19,"2,041","1,861",79,51,30/6/2034,"£26,500 p/w",Right,10-14,-,13-17,11-15,12-16,11-15,13-17,-,-,9-13,14-18,7-11,6-10,10-16,11-15,9-13,-,4-8,9-13,11-15,5-9,-,7-13,9-13,-,11-15,9-15,4-8,14-18,13-17,10-14,-,10-16,11-15,-,12-16,-,-,-,11-17,11-15,9-15,9-15,10-16,-,8-14,12-18,0.14,0.47,0.08,9.86,8.09,8.88,10.00,3.11,5.89,0.12,13,-,-,7%,0.69,-,-,19,-,-,-,-,-,0.09,-,2.43,LaLiga EA Sports,Physical,Midfielder,Scouting Required,0,0.25,1.05,0.29,0.04,0,1.05,0.11,13%,0.29,0.04,73.71,0.33,0.54,0.09,-,,- -  - 
Ilias Hadraf,"D (RC), DM, M (RC)",20,NED,"6'4""",189 lbs,,Heerenveen,£5M - £8M,6.86,4,3.13,0,-,0.79,45%,0.36,0.11,39.51,87%,0.65,6,64,12%,2.53,84%,3,2.28,29,31,6.54,4.08,62%,1,0.87,16,8.4mi,4,0,1,30,"2,492",22,3,0,83.07,10,181,8,231.4mi,24,113,63,18,"1,257","1,094",83,70,30/6/2034,"£2,200 p/w",Right,9-13,1-2,6-10,10-14,15-19,8-14,16-20,2-6,1-2,4-9,14-19,2-7,3-7,13-17,10-15,9-13,2-7,2-8,8-13,5-10,1-6,1-3,6,15,1-5,12-16,4-8,1-3,13-18,11-15,8-12,1-5,9-13,11-15,5-9,11-17,1-5,1-4,1-2,16-20,9-14,13,9-13,11-15,1-3,9-13,13-17,0.76,0.90,0.14,20.33,12.17,8.20,9.43,2.82,5.20,0.10,25,-,-,18%,0.65,-,-,18,-,-,-,-,-,0.11,-,3.13,Eredivisie,Leader,Fullback,Scouting Required,0,0.22,1.05,2.31,0.29,2,2.46,0.11,13%,2.28,0.29,45.40,0.22,0.29,0.11,-,Int,- -  - 
Ernad Hranjec,DM,20,CRO,"5'5""",141 lbs,,Heracles,£50K - £500K,6.71,2,1.23,0,-,0.72,37%,0.26,0.04,45.53,87%,0.87,4,18,16%,3.02,82%,3,1.36,52,35,3.44,0.94,27%,1,0.38,9,8.2mi,7,0,0,27 (3),"2,382",19,1,0,79.40,7,91,5,217.2mi,10,25,36,23,"1,391","1,205",98,80,30/6/2032,"£1,300 p/w",Right,11-15,1-5,5-9,10-14,11-15,11-16,5-10,1-2,2-6,10-14,12-18,5-11,3-7,9-13,17-20,4-8,1-6,1-5,10,4-10,5-10,1-2,4-9,2-8,1-4,11-15,5-9,3-7,9-15,11-15,5-9,1-5,10-15,7-11,2-6,10-15,1,1-3,2-7,10-14,12,14,11-16,9-13,4-8,7-12,6-10,0.04,0.45,0.06,10.28,8.27,8.20,12.28,3.17,4.76,0.07,12,-,-,11%,0.57,-,-,15,-,-,-,-,-,0.05,-,1.23,Eredivisie,Physical,Defensive midfielder,Scouting Required,2,0.15,1.96,0.68,0.19,1,2.49,0.11,28%,0.23,0.04,52.56,0.19,0.53,0.05,-,Int,- -  - 
Vadim Kirsanov,AM (C),21,RUS,"5'6""",145 lbs,,Dinamo Moscow,£4.1M - £5.4M,7.83,7,7.00,1,50%,1.53,40%,0.61,0.07,15.29,72%,0.27,0,10,-,1.22,58%,2,0.17,3,18,0.31,0.07,22%,0,0.17,39,0.7mi,0,0,0,30,"2,649",45,2,2,88.30,18,9,3,19.7mi,5,2,5,8,622,450,62,36,30/6/2034,"£18,250 p/w",Left,6-13,-,5-12,-,-,8-13,-,-,-,9-14,-,-,5-12,11-17,12-17,13-20,-,11-16,12-17,14-19,-,-,9-14,2-7,-,-,10-16,-,-,10-17,13-20,-,14-19,10-17,14-20,-,-,-,-,11-17,10-15,-,9-14,14-20,-,10-15,10-16,0.00,-,0.16,1.05,0.85,0.99,0.68,0.14,0.20,0.00,0,-,-,16%,0.10,-,-,3,-,-,-,-,-,0.18,-,5.40,Tinkoff Russian Premier Liga,Physical,Midfielder,Scouting Required,0,-,0.10,0.34,0.10,0,0.24,0.07,30%,0.03,0.00,21.13,0.00,0.03,0.24,-,Wnt,- -  - 
Mykyta Vasin,"DM, M (C)",26,UKR,"5'10""",152 lbs,,Obolon,Unknown,6.10,1,0.71,0,-,0.24,14%,0.03,-,13.44,66%,-,0,0,-,1.71,79%,0,-,0,33,-,-,-,0,-,22,0.0mi,0,0,0,29 (1),"2,632",7,0,0,87.73,1,0,0,0.0mi,0,-,0,0,600,393,63,50,30/6/2031,£200 p/w,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11-16,1-7,-,-,1-7,1-7,-,-,3-8,-,-,-,-,-,-,9-17,-,-,-,-,-,3-8,5-10,6-12,4-10,-,-,9-15,6-11,0.00,-,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0,-,-,14%,0.00,-,-,0,-,-,-,-,-,0.02,-,0.71,Favbet Liha,Physical,Midfielder,Scouting Required,0,-,0.00,0.00,0.00,0,-,0.00,-,0.00,0.00,20.52,0.00,0.00,0.02,-,,- -  - 
Alexandr Kozlov,AM (C),22,RUS,"5'9""",158 lbs,,CSKA Moscow,£6.6M - £10.5M,7.57,0,5.40,0,-,1.80,50%,0.90,0.17,15.00,75%,-,0,0,-,1.13,62%,0,-,0,37,-,-,-,0,-,50,0.0mi,0,0,0,30,"2,700",54,5,0,90.00,27,0,0,0.0mi,0,-,0,0,600,450,55,34,30/6/2033,"£12,000 p/w",Right,12-19,-,11-18,-,-,17-20,-,-,-,12-17,-,-,7-14,11-16,11-16,9-14,-,13-18,12-17,12-19,-,-,9-15,2-9,-,-,11-16,-,-,12-19,10-15,-,11-17,13-20,8-13,-,-,-,-,11-16,10-15,-,8-14,13-18,-,14-20,11-16,0.00,-,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,-,-,-,0.00,-,-,0,-,-,-,-,-,0.18,-,5.40,Tinkoff Russian Premier Liga,Physical,Midfielder,Scouting Required,0,-,0.00,0.00,0.00,0,-,0.00,-,0.00,0.00,20.00,0.00,0.00,0.18,-,,- -  - 
Francis Momoh,"AM (L), ST (C)",31,NGA,"6'2""",182 lbs,,Chornomorets,Not for Sale,6.64,4,9.62,0,-,2.83,48%,1.37,0.10,11.67,58%,-,0,0,-,0.93,55%,0,-,0,44,-,-,-,0,-,24,0.0mi,0,0,0,30,"2,700",85,3,0,90.00,41,0,0,0.0mi,0,-,0,0,600,350,51,28,30/6/2033,"£5,500 p/w",Right Only,9-14,-,10-15,10-15,-,7-14,7-14,-,-,11-16,-,-,3-8,7-12,12-17,7-12,-,3-10,11-16,9-15,-,-,6-13,9-15,-,5-10,6-11,-,-,9-14,9-14,-,11-18,6-11,2-7,-,-,-,-,6-11,12-17,-,9-16,6-11,-,8-15,7-12,0.00,-,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0,-,-,5%,0.00,-,-,0,-,-,-,-,-,0.32,-,9.62,Favbet Liha,Physical,Striker,Scouting Required,0,-,0.00,0.00,0.00,0,-,0.00,-,0.00,0.00,20.00,0.00,0.00,0.32,-,,- -  - 
David Pereira,"DM, M (C)",21,POR,"5'10""",163 lbs,,KRC Genk,£140K - £1.4M,6.77,3,2.63,2,100%,0.73,54%,0.39,0.11,49.83,90%,0.84,2,13,-,1.52,60%,2,1.07,7,19,4.55,1.91,42%,1,0.28,5,8.3mi,1,0,1,16 (14),"1,602",13,2,2,53.40,7,81,1,148.3mi,5,34,19,15,987,887,45,27,30/6/2034,"£31,500 p/w",Right,7-11,4-7,4-8,10-14,8-12,6-9,5-8,1-3,1-2,11-14,11-14,5-8,5-9,10-14,13-16,5-9,1-3,5-8,11,4-7,2-5,1-3,6-9,7-10,1-5,10-14,7-11,3-6,13-16,10-14,10-14,1-4,11-14,16,12-16,9-12,1-5,1,3-6,8-12,12,12,12-15,13-17,1-2,15-18,12-16,0.17,0.28,0.20,11.35,9.16,6.57,9.33,3.09,5.67,0.08,5,-,-,23%,0.79,-,-,14,-,-,-,-,-,0.06,-,1.05,Jupiler Pro League,Intelligent,Defensive midfielder,Scouting Required,0,0.11,0.39,0.73,0.06,0,2.64,0.11,8%,0.22,0.00,55.45,0.11,0.39,0.15,-,Wnt,- -  - 
Joris Silvente,DM,25,FRA,"6'1""",171 lbs,,Dundee United,Unknown,6.87,1,0.66,0,-,1.03,31%,0.32,0.08,65.05,90%,1.03,2,6,25%,2.84,75%,3,1.58,14,18,4.11,2.76,67%,0,1.03,8,8.3mi,1,0,2,9 (21),"1,140",13,1,0,38.00,4,52,1,105.3mi,13,35,20,13,916,824,48,36,31/5/2033,"£4,500 p/w",Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12-17,5-10,-,-,8-14,12-17,-,-,8-14,-,-,-,-,-,-,5-13,-,-,-,-,-,8-14,8-13,15-20,9-15,-,-,12-18,10-16,0.47,0.24,0.05,7.82,8.84,9.39,9.63,2.76,5.76,0.07,3,-,-,8%,1.03,-,-,13,-,-,-,-,-,0.05,-,0.66,cinch Premiership,Physical,Midfielder,Scouting Required,4,0.16,1.11,0.47,0.08,1,1.34,0.24,17%,0.32,0.08,72.32,0.00,0.71,0.05,-,,- -  - 
Natan Girma,"AM (C), ST (C)",30,SUI,"6'3""",180 lbs,,Servette FC,£6M - £7.6M,7.30,22,7.48,0,-,2.37,51%,1.20,0.07,13.37,66%,0.17,3,2,50%,1.17,83%,0,0.17,4,33,2.13,1.13,53%,0,0.17,52,1.4mi,0,0,2,30,"2,700",71,2,0,90.00,36,64,1,41.7mi,5,34,5,5,610,401,42,35,30/6/2033,"£21,500 p/w",Right,11-17,-,9-15,11-15,13-17,12-16,10-14,-,-,12-16,7-13,4-10,7-13,11-15,8-12,8-12,-,11-15,11-15,9-15,8-12,-,10-14,11-17,-,6-12,10-14,5-9,-,12-18,10-14,-,11-15,10-16,5-9,-,-,-,-,10-14,8-12,6-10,10-14,11-15,-,10-14,7-11,0.03,0.07,0.11,1.23,0.50,3.53,1.47,0.23,0.20,0.16,2,-,-,31%,0.17,-,-,5,-,-,-,-,-,0.25,-,7.48,Raiffeisen Super League,Physical,Midfielder,Scouting Required,0,0.10,0.13,0.07,0.03,0,1.00,0.00,50%,0.07,0.03,20.33,0.00,0.10,0.25,-,,- -  - 
